"blue_line_key","downstream_route_measure","watershed_group_code","falls_name","height_m","barrier_ind"
360807445,117.776578688197,"GRAI",,6,TRUE
356540568,11766.9640851497,"KHOR",,8,TRUE
360291654,65.0458563666576,"OWIK",,8,TRUE
356554283,3431.7576902421,"LARL",,10,TRUE
356362373,8949.76452166218,"LNIC",,1,TRUE
356285929,819.992632893492,"SETN",,15,TRUE
360810067,2985.67500802192,"BABL",,9,TRUE
354111702,1343.00676422147,"TSIT",,20,TRUE
356287206,2253.68589613714,"FRAN",,15,TRUE
356096634,1496.0375243309,"QUES",,20,TRUE
360625549,143.976334998287,"KISP",,7,TRUE
360886654,62555.8137839182,"HOMA",,15,TRUE
359095496,55.9556030547226,"PCEA",,10,TRUE
356363387,22547.1082594,"LNTH",,10,TRUE
359571637,88985.7112616667,"FOXR",,10,TRUE
360589498,1468.71923621171,"LNAR",,6,TRUE
360793756,4223.40402104688,"LNAR",,10,TRUE
360881475,27.5131079482375,"KLIN",,6,TRUE
360789848,1833.05062315362,"KITR",,50,TRUE
356351493,726.973717835617,"UNRS",,23,TRUE
354144229,1963.4964249356,"ALBN",,5,TRUE
356551881,17039.9993800929,"UARL",,30,TRUE
360880872,20.5525942926795,"HOMA",,20,TRUE
360876207,32239.4664262433,"TOBA",,25,TRUE
356515686,201.967992849133,"UARL",,5,TRUE
356522148,3484.67058707071,"REVL",,5,TRUE
356568264,1373.0293148085,"LARL",,5,TRUE
354131987,1870.0009658766,"ALBN",,9,TRUE
360769845,700.098507699246,"SQAM",,7,TRUE
360876857,670.017452781471,"TOBA",,20,TRUE
354147743,396.251691634864,"COWN",,7.6,TRUE
359570258,47415.7406741387,"PINE",,8,TRUE
356047816,209.633643040826,"SETN",,9,TRUE
360765166,365.986785055566,"KITR",,10,TRUE
356557299,833.46280511658,"UARL",,8,TRUE
356565457,4188.39733778183,"UARL",,25,TRUE
360881119,138.202109133285,"NASC",,12,TRUE
360835019,4856.03873294794,"KLUM",,5,TRUE
356346933,356.052300703942,"SETN",,5,TRUE
360885779,731.727138386745,"SQAM",,10,TRUE
360809281,1722.04096681316,"NASC",,25,TRUE
356351382,666.89004557681,"FRAN",,5,TRUE
356244620,194.813676492675,"QUES",,5,TRUE
360840178,129.665899141318,"NASC",,7,TRUE
356359676,6351.00075625058,"SETN",,9,TRUE
356565729,1805.01236544909,"CLRH",,5,TRUE
354149426,6417.45826708293,"TAHS",,5,TRUE
356296793,64.0005032627674,"SETN",,10,TRUE
354143180,819.959896420357,"CLAY",,8,TRUE
356569658,26264.3992905682,"REVL",,30,TRUE
354145183,2575.64137962074,"ALBN",,6,TRUE
360838868,1803.97263477748,"UISR",,7,TRUE
356510016,3712.03549075714,"KETL",,5,TRUE
356538641,443.995933489273,"ELKR",,10,TRUE
360512983,100.027567970906,"KLUM",,50,TRUE
354139584,2816.05694240127,"TAHS",,7,TRUE
354151767,6790.04685018083,"PARK",,22,TRUE
356546889,1976.93620935736,"UARL",,9,TRUE
360839206,255.013491100223,"LNAR",,5,TRUE
360845071,2230.0306933736,"SQAM",,15,TRUE
354153014,2643.32641909745,"NEVI",,10,TRUE
360722798,118.507249611845,"NASC",,8,TRUE
360880933,1081.90397799084,"KLUM",,8,TRUE
356569175,44125.9816040882,"COLR",,20,TRUE
356309351,839.994632307527,"COTR",,11,TRUE
354149545,9768.95806773556,"GOLD",,12,TRUE
360876857,838.845857775571,"TOBA",,20,TRUE
356360809,4999.83944081654,"FRAN",,5,TRUE
356282362,135.743610284557,"COTR",,20,TRUE
356547489,2321.58547314536,"SMAR",,20,TRUE
360864230,1671.03283709656,"TSAY",,5,TRUE
360885994,18123.984147626,"MORR",,25,TRUE
356363631,384.443062920556,"CLWR","McDiarmid Falls",15,TRUE
356543541,613.303794597707,"REVL",,5,TRUE
360411473,661.963530142367,"BABL",,20,TRUE
356512194,714.890522323999,"BULL",,15,TRUE
360886712,1238.72623606749,"KUMR",,6,TRUE
360388578,456.968252701293,"GRAI",,20,TRUE
359554511,1027.4590777186,"UPRO",,10,TRUE
360823149,1128.35816487183,"MORI",,5,TRUE
359297745,733.034456555837,"PINE",,50,TRUE
356551439,4498.15976808102,"UARL",,5,TRUE
360728965,6.99485895953381,"KINR",,15,TRUE
360693155,1123.0925976181,"BABR",,25,TRUE
356563889,3055.03218173343,"UARL",,12,TRUE
360879902,1835.80591672711,"OWIK",,20,TRUE
360642969,1563.00980957847,"BABL",,15,TRUE
356328639,565.007178573649,"SETN",,40,TRUE
360809069,5919.03782708686,"KLUM",,8,TRUE
356568716,5529.04422369785,"COLR",,5,TRUE
360769469,1096.32823604663,"BABR",,30,TRUE
356360104,21351.0352903445,"SHUL",,6,TRUE
356559447,5165.96414396804,"KETL",,15,TRUE
360852928,2764.08917986914,"LSKE",,5,TRUE
360768392,109.606038467134,"NECL",,100,TRUE
356351628,4156.99350197185,"SHUL",,10,TRUE
356269784,648.746371596586,"FRCN",,35,TRUE
359571732,280770.001138977,"UPRO",,15,TRUE
360777422,1839.6169052321,"BABL",,15,TRUE
360853713,17703.027358417,"KISP",,5,TRUE
